2,2,0,0.49902336551927473,108536
3,2,0,0.30544591491886597,155052
3,2,1,0.3441502529329459,92910
3,3,0,0.53105102163406,108209
4,2,0,0.31298679527518436,155096
4,2,1,0.3503277573191935,92599
4,3,0,0.33303336429787894,155016
4,3,1,0.3737825814671648,92614
4,4,0,0.5624283495432861,108164
5,2,0,0.3218519282060533,155222
5,2,1,0.3626927383926264,92872
5,3,0,0.34468879987675244,155784
5,3,1,0.380110253345823,92877
5,4,0,0.36363811604446444,155630
5,4,1,0.3957220118983234,92450
5,5,0,0.5980042074959863,108378
6,2,0,0.33746189024390244,154816
6,2,1,0.3770307005242605,92702
6,3,0,0.36043539289669557,155308
6,3,1,0.39439690147244966,92431
6,4,0,0.37592746054076975,155667
6,4,1,0.4120393332327001,92746
6,5,0,0.39587437075946597,155346
6,5,1,0.43017904188397227,92995
6,6,0,0.630550441826215,108640
7,2,0,0.3409181894492155,154870
7,2,1,0.37910032662476956,92767
7,3,0,0.36007595996008884,155345
7,3,1,0.396602062033376,92821
7,4,0,0.37790697674418605,155660
7,4,1,0.4163329411383729,92641
7,5,0,0.39976924366064637,155142
7,5,1,0.43515199930909404,92632
7,6,0,0.4173308762411645,155197
7,6,1,0.4545955227265365,92601
7,7,0,0.6607014371898234,108406
8,2,0,0.3634086909435495,155127
8,2,1,0.39762091953775414,92851
8,3,0,0.3712356316300109,155637
8,3,1,0.40533718772921423,92708
8,4,0,0.3887411833792582,154963
8,4,1,0.4235452661419352,93127
8,5,0,0.40963661423915704,155262
8,5,1,0.4435128360273144,92552
8,6,0,0.43141877963306535,155232
8,6,1,0.46168169978257584,92906
8,7,0,0.44734039119488733,154910
8,7,1,0.47985014284944205,92755
8,8,0,0.6912673558185295,108249
9,2,0,0.3869274440639564,155356
9,2,1,0.4223810297222673,92355
9,3,0,0.3951973218309406,155330
9,3,1,0.4309167295055479,92830
9,4,0,0.40228979536487564,154861
9,4,1,0.435677327051129,92961
9,5,0,0.4219164328192983,155372
9,5,1,0.4554562467733609,92976
9,6,0,0.44290057846661257,155238
9,6,1,0.47130080686101894,92581
9,7,0,0.45981579286358365,155260
9,7,1,0.49222573987833473,92549
9,8,0,0.4779811321968065,155503
9,8,1,0.5071227065208028,92872
9,9,0,0.7192013437064518,108357
10,2,0,0.41155177637813545,155119
10,2,1,0.44829421441396883,93007
10,3,0,0.42229251402975854,155384
10,3,1,0.4514437108916436,92851
10,4,0,0.42814346181846297,155219
10,4,1,0.4624813863651079,92674
10,5,0,0.43681281564641167,155435
10,5,1,0.4682816105587785,92738
10,6,0,0.45736267542396797,155908
10,6,1,0.49076891425106395,92351
10,7,0,0.4787481326945861,155304
10,7,1,0.5087393383303179,92856
10,8,0,0.4937686107403224,155824
10,8,1,0.52187617867342,92795
10,9,0,0.5119702559224648,155594
10,9,1,0.5368967194508998,92515
10,10,0,0.750106255197265,108230
11,2,0,0.4380723619900189,155496
11,2,1,0.4703040314396148,92622
11,3,0,0.4468534535580452,155043
11,3,1,0.47942346784308637,92484
11,4,0,0.4570387974341139,155268
11,4,1,0.4873673955401603,92380
11,5,0,0.4654337579494962,155513
11,5,1,0.49651710715017416,92739
11,6,0,0.4732168220437466,154892
11,6,1,0.5078096307978137,92578
11,7,0,0.4921612794960501,154936
11,7,1,0.5216700251074881,92801
11,8,0,0.5101902740279479,155933
11,8,1,0.5407308061058506,92829
11,9,0,0.5316232111603006,155408
11,9,1,0.5571596649540176,92644
11,10,0,0.5490953661643784,155422
11,10,1,0.5739930705933305,92360
11,11,0,0.7761576618602031,108257
12,2,0,0.4681148653013761,154790
12,2,1,0.49871252033571434,92817
12,3,0,0.4781692591208423,155194
12,3,1,0.5067855027195864,92845
12,4,0,0.48646120297550305,154999
12,4,1,0.5167728008634647,92650
12,5,0,0.49526693339669775,155713
