19,0,2,1
19,0,3,1
19,1,3,1
19,2,0,1
19,3,0,1
19,3,1,1
19,4,0,1
19,4,2,1
19,6,1,1
19,8,1,1
19,9,2,1
19,11,0,1
19,11,1,1
20,3,11,0.973684211
19,5,3,0.972972973
20,11,11,0.972785868
20,9,11,0.96950797
20,7,11,0.968820862
20,10,11,0.96708286
20,8,11,0.966466036
20,5,11,0.963870968
19,0,12,0.95505618
20,4,11,0.954918033
20,6,11,0.954769737
19,5,12,0.95154185
19,7,4,0.95
19,10,3,0.945945946
19,4,12,0.943844492
19,11,12,0.943127962
19,1,12,0.94212963
19,12,10,0.941772152
19,5,10,0.941558442
19,10,12,0.938730853
19,0,11,0.938303342
19,9,11,0.936339523
19,6,12,0.93418259
19,11,10,0.933862434
19,8,12,0.932515337
19,10,8,0.932489451
19,3,12,0.931718062
19,10,11,0.930946292
19,8,11,0.930412371
19,12,11,0.928416486
19,7,11,0.927374302
19,2,4,0.926829268
19,1,11,0.924870466
19,9,12,0.923868313
19,4,11,0.923512748
19,2,12,0.923076923
19,7,2,0.923076923
19,2,10,0.922155689
19,7,12,0.92173913
19,11,3,0.921052632
19,2,8,0.919786096
19,11,8,0.918454936
18,10,7,0.916762123
19,5,2,0.916666667
19,8,10,0.916408669
19,8,5,0.91588785
19,3,4,0.914893617
19,12,8,0.914634146
18,11,10,0.914043584
19,5,11,0.913793103
18,12,11,0.912939297
19,7,10,0.912772586
19,1,9,0.911877395
19,9,5,0.911764706
19,2,11,0.910941476
19,3,11,0.910761155
19,11,9,0.910144928
18,10,9,0.910138249
19,3,10,0.910034602
19,2,7,0.909722222
18,9,8,0.909161793
19,7,5,0.909090909
18,12,10,0.909055118
19,1,10,0.908805031
19,0,10,0.908759124
19,8,7,0.908629442
19,10,4,0.907894737
19,12,9,0.907590759
18,12,9,0.907370117
19,4,8,0.906976744
18,8,7,0.906009245
18,11,8,0.904189294
19,6,11,0.903225806
19,2,5,0.901639344
19,0,9,0.900862069
19,3,9,0.900414938
18,2,12,0.899443561
19,10,9,0.899053628
18,11,6,0.897813121
19,10,5,0.897727273
18,11,7,0.897687181
19,9,6,0.897058824
19,5,8,0.896907216
18,8,5,0.896636587
18,12,5,0.896608768
19,4,10,0.896551724
19,0,4,0.895833333
18,7,5,0.895816573
18,12,7,0.895652174
18,12,8,0.895132568
18,6,5,0.895084676
18,1,12,0.895074089
19,8,4,0.894736842
19,9,8,0.894545455
18,10,8,0.894
19,10,6,0.893939394
18,8,4,0.893866021
18,8,6,0.893866021
18,12,6,0.893150685
19,6,10,0.892966361
18,9,5,0.892753623
18,11,9,0.892036753
18,9,7,0.891463415
19,1,4,0.891304348
18,9,4,0.890004182
19,2,9,0.889830508
18,10,6,0.88965798
18,3,12,0.889406286
18,6,3,0.889027431
18,8,10,0.888977002
19,0,5,0.888888889
19,4,1,0.888888889
18,11,3,0.888796335
18,9,12,0.88863463
19,9,10,0.88856305
19,8,9,0.888461538
18,10,12,0.888394662
18,9,3,0.888333333
18,6,4,0.888289037
18,0,12,0.887424699
19,6,9,0.886178862
18,7,4,0.885950413
18,7,9,0.88585209
18,9,10,0.885645742
18,4,2,0.885455295
18,8,11,0.88515625
19,1,6,0.884615385
18,11,4,0.884455528
18,9,6,0.884253579
18,7,2,0.884158821
18,3,11,0.884046381
18,4,11,0.884041332
18,11,12,0.883604022
18,10,4,0.883589329
18,11,2,0.883353584
18,6,12,0.883003049
18,8,1,0.882744283
18,5,4,0.882498966
18,8,12,0.882422803
18,5,10,0.882376396
18,10,2,0.882176521
18,11,5,0.88206588
19,12,5,0.881889764
18,10,5,0.881866997
18,8,3,0.881139084
19,8,6,0.881118881
18,12,3,0.881048387
18,10,11,0.881027668
19,12,7,0.880681818
18,5,12,0.88045977
19,2,6,0.880434783
18,4,12,0.880228137
18,1,11,0.879607843
18,7,6,0.879366369
18,6,11,0.879357618
18,6,8,0.879345603
18,5,11,0.879303675
18,10,3,0.879288437
18,4,10,0.87925574
19,9,7,0.878980892
18,7,11,0.878493789
18,8,2,0.878275571
18,9,2,0.878149525
19,3,8,0.87804878
19,8,3,0.87804878
18,6,1,0.876929495
18,7,12,0.87689243
19,7,6,0.876811594
18,0,11,0.876722818
18,2,1,0.876537972
18,8,9,0.876404494
18,7,10,0.876365055
18,2,11,0.876272514
18,0,9,0.876256767
18,0,10,0.876182965
18,12,2,0.876077144
18,3,2,0.876036321
18,10,1,0.875368421
19,11,2,0.875
19,12,3,0.875
18,3,9,0.874951456
19,4,9,0.874476987
19,11,7,0.873831776
18,2,9,0.87373533
18,6,2,0.873714521
18,11,1,0.873653687
18,6,10,0.873531715
18,5,2,0.873443983
18,12,4,0.873228028
17,12,11,0.872783703
18,9,11,0.872390705
18,7,3,0.871946083
19,4,3,0.871794872
18,12,0,0.871731009
18,4,9,0.871492477
18,5,1,0.871453138
18,1,7,0.871227364
18,1,9,0.871132002
18,4,3,0.871085807
18,5,6,0.870967742
18,6,9,0.870930233
18,3,10,0.870710295
18,7,8,0.870644774
19,12,4,0.87037037
18,5,8,0.869793773
18,1,8,0.869600987
19,10,7,0.869565217
19,11,4,0.869565217
18,1,10,0.869513168
18,8,0,0.869334422
18,0,8,0.869177805
18,4,7,0.868657938
18,5,3,0.868498943
18,5,9,0.868058291
18,11,0,0.868003342
19,7,9,0.867768595
18,6,0,0.867678959
18,2,10,0.86767101
19,12,6,0.867132867
18,3,6,0.866666667
19,4,6,0.866666667
17,12,10,0.86666354
19,5,9,0.866396761
18,2,7,0.866288493
19,7,8,0.865591398
18,7,1,0.86535163
19,0,6,0.865168539
19,6,8,0.864705882
18,4,1,0.864693446
18,6,7,0.864689151
18,0,4,0.864646465
18,10,0,0.864356012
18,4,6,0.864029666
19,3,7,0.864
18,9,0,0.863251482
18,3,7,0.863070539
19,6,7,0.863013699
18,4,8,0.862549801
18,4,5,0.861325742
18,12,1,0.860641892
18,3,8,0.860632759
18,9,1,0.859872611
18,3,1,0.859664607
18,5,7,0.859189521
18,2,0,0.858598726
19,5,6,0.858490566
18,2,6,0.858370856
18,1,0,0.858231062
18,3,0,0.85819601
18,2,8,0.85770751
18,5,0,0.85755935
18,4,0,0.857324301
18,1,5,0.857320099
19,2,3,0.857142857
19,5,1,0.857142857
19,11,5,0.857142857
19,12,1,0.857142857
17,11,10,0.856522258
18,0,5,0.856063785
18,2,4,0.855840928
19,1,7,0.855345912
18,1,6,0.855161159
18,0,7,0.854939558
17,12,9,0.854766324
18,0,6,0.854332357
18,3,4,0.854166667
19,9,3,0.853658537
18,7,0,0.853470437
19,4,7,0.852941176
18,2,5,0.851046025
19,0,8,0.850515464
18,1,2,0.84717608
17,11,9,0.846663064
18,3,5,0.846532622
19,3,6,0.846153846
18,0,2,0.845507976
18,1,3,0.845365229
17,12,8,0.844199351
17,10,9,0.843812045
19,0,7,0.842105263
19,10,2,0.842105263
18,0,1,0.841741253
18,0,3,0.840403192
18,2,3,0.838160136
16,5,11,0.837586368
17,11,8,0.836914772
17,10,8,0.834508673
19,2,1,0.833333333
17,12,7,0.833152401
18,1,4,0.832839611
16,11,11,0.832542898
16,6,11,0.831588294
17,11,3,0.829341317
19,7,3,0.828571429
19,6,3,0.827586207
17,9,8,0.827426728
17,10,7,0.826662201
16,3,11,0.825455131
17,11,7,0.825155666
16,4,11,0.824838323
19,6,5,0.824742268
19,4,5,0.824561404
16,7,11,0.824415558
19,5,7,0.821705426
17,12,6,0.821240492
17,9,7,0.82113546
17,11,5,0.819642857
19,11,6,0.819548872
17,10,6,0.819043321
19,1,8,0.815789474
17,12,5,0.815448113
19,3,5,0.815384615
17,10,5,0.81496063
19,1,5,0.813559322
17,11,6,0.812718698
19,3,2,0.8125
17,8,7,0.810588132
16,10,11,0.809831461
19,8,2,0.80952381
17,9,6,0.807790645
17,9,5,0.805398619
17,12,4,0.804932735
16,8,11,0.804329294
16,9,11,0.803715502
