2,2,0,0.5009
2,2,1,0.569
2,3,0,0.2691
2,3,1,0.3134
2,4,0,0.2913
2,4,1,0.316
2,5,0,0.29
2,5,1,0.3248
2,6,0,0.3085
2,6,1,0.3394
2,7,0,0.3234
2,7,1,0.3626
2,8,0,0.3433
2,8,1,0.3843
2,9,0,0.3702
2,9,1,0.3948
2,10,0,0.3912
2,10,1,0.4391
2,11,0,0.4319
2,11,1,0.4581
2,12,0,0.454
2,12,1,0.4901
2,13,0,0.4854
2,13,1,0.5096
2,14,0,0.5167
2,14,1,0.5479
3,2,0,0.2749
3,2,1,0.3115
3,3,0,0.542
3,3,1,0.6056
3,4,0,0.2956
3,4,1,0.3345
3,5,0,0.3009
3,5,1,0.3442
3,6,0,0.3205
3,6,1,0.3526
3,7,0,0.3321
3,7,1,0.3695
3,8,0,0.3536
3,8,1,0.3853
3,9,0,0.3667
3,9,1,0.4074
3,10,0,0.408
3,10,1,0.4375
3,11,0,0.4314
3,11,1,0.4685
3,12,0,0.4602
3,12,1,0.4863
3,13,0,0.4853
3,13,1,0.5287
3,14,0,0.5328
3,14,1,0.5579
4,2,0,0.2792
4,2,1,0.3272
4,3,0,0.2967
4,3,1,0.3291
4,4,0,0.5687
4,4,1,0.6296
4,5,0,0.3201
4,5,1,0.3657
4,6,0,0.3361
4,6,1,0.374
4,7,0,0.3522
4,7,1,0.3802
4,8,0,0.3608
4,8,1,0.3962
4,9,0,0.3802
4,9,1,0.4229
4,10,0,0.4096
4,10,1,0.4507
4,11,0,0.441
4,11,1,0.4649
4,12,0,0.4801
4,12,1,0.4984
4,13,0,0.4877
4,13,1,0.5354
4,14,0,0.5476
4,14,1,0.5684
5,2,0,0.2944
5,2,1,0.3417
5,3,0,0.3025
5,3,1,0.3559
5,4,0,0.3221
5,4,1,0.3625
5,5,0,0.5899
5,5,1,0.6566
5,6,0,0.3542
5,6,1,0.3925
5,7,0,0.3643
5,7,1,0.4068
5,8,0,0.3799
5,8,1,0.4205
5,9,0,0.401
5,9,1,0.4392
5,10,0,0.4199
5,10,1,0.4428
5,11,0,0.4433
5,11,1,0.4834
5,12,0,0.4767
5,12,1,0.5052
5,13,0,0.5124
5,13,1,0.5411
5,14,0,0.5593
5,14,1,0.5706
6,2,0,0.3065
6,2,1,0.344
6,3,0,0.3183
6,3,1,0.3624
6,4,0,0.3375
6,4,1,0.3713
6,5,0,0.3595
6,5,1,0.389
6,6,0,0.6208
6,6,1,0.6886
6,7,0,0.3916
6,7,1,0.4209
6,8,0,0.4071
6,8,1,0.439
6,9,0,0.416
6,9,1,0.4567
6,10,0,0.4494
6,10,1,0.4718
6,11,0,0.4557
6,11,1,0.4883
6,12,0,0.4852
6,12,1,0.52
