0.668264,0,0,False,0,1,0
0.391562585,2,0,True,1,0,0
0.252154598,5,0,False,1,0,0
0.711565208,0,2,True,0,1,0
0.709287465,1,0,False,0,0,1
0.240944782,0,0,True,0,1,0
0.502313293,1,0,False,0,1,0
0.626297733,1,0,True,0,1,0
0.217216843,0,0,True,1,0,0
0.400431981,0,0,True,1,0,0
0.512355516,0,0,False,0,1,0
0.741471018,1,0,True,0,1,0
0.461107901,0,0,False,0,1,0
0.474672209,0,2,True,0,1,0
0.1,3,0,False,0,0,1
0.67439271,1,0,True,0,1,0
0.346228893,4,0,False,1,0,0
0.211802749,0,0,False,0,1,0
0.143919946,3,0,True,0,0,1
0.375708413,0,0,False,0,1,0
0.461107901,0,2,True,1,0,0
0.461107901,1,2,False,1,0,0
0.187449942,0,0,True,0,1,0
0.063518227,0,0,False,0,1,0
0.576560191,1,0,True,0,1,0
0.690742603,0,0,False,0,1,0
0.420538428,3,0,True,0,0,1
0.373096342,0,0,False,0,1,0
0.474672209,2,0,True,1,0,0
0.375708413,0,0,False,1,0,0
0.483235775,0,2,False,0,1,0
0.425298454,2,0,True,0,0,1
0.318885315,0,0,False,0,1,0
0.395734476,0,0,True,1,0,0
0.895652174,3,2,True,0,1,0
0.669154586,1,1,False,0,1,0
0.611265267,1,0,True,0,0,1
0.41324629,1,0,False,1,0,0
0.333798842,0,0,True,0,1,0
0.741471018,2,1,False,0,1,0
0.281568086,3,0,True,1,0,0
0.721063983,2,0,False,0,1,0
0.441453657,0,0,True,0,1,0
0.576560191,3,0,True,0,0,1
0.271679922,1,0,True,0,1,0
0.722353982,1,1,False,0,1,0
0.386391274,0,0,True,0,1,0
0.4416188,0,0,True,0,1,0
0.121890263,0,0,False,1,0,0
0.622278682,1,2,False,1,0,0
0.512355516,0,0,True,0,1,0
0.48360147,3,0,False,0,0,1
0.16879334,3,0,True,0,0,1
0.709287465,2,0,True,0,0,1
0.642146451,1,0,False,0,0,1
0.271679922,2,0,True,0,1,0
0.530726205,2,0,False,0,0,1
0.196514012,6,0,True,1,0,0
0.474878339,1,0,True,0,0,1
0.573527012,0,0,False,0,1,0
0.250836535,7,0,True,1,0,0
0.443951227,1,0,False,1,0,0
0.778695954,3,0,True,1,0,0
0.443951227,0,0,False,0,1,0
0.461107901,1,0,True,1,0,0
0.192265308,1,0,False,0,1,0
0.441453657,0,2,True,0,0,1
0.65905652,0,0,True,0,1,0
0.494244577,0,0,True,0,1,0
0.1,3,0,False,0,1,0
0.105686835,3,0,True,1,0,0
0.187449942,0,0,False,0,0,1
0.346228893,0,0,True,0,1,0
0.474878339,1,0,True,0,0,1
0.512355516,1,0,False,0,0,1
0.217216843,2,0,True,0,0,1
0.271679922,0,0,False,0,0,1
0.280577704,6,0,True,1,0,0
0.522979609,2,0,False,0,0,1
0.1,2,2,True,0,1,0
0.666288928,1,2,False,1,0,0
0.686055324,3,0,True,0,0,1
0.250836535,6,0,False,1,0,0
0.298464083,3,0,True,1,0,0
0.284386528,6,0,False,1,0,0
0.576560191,5,0,True,1,0,0
0.187449942,0,0,False,1,0,0
0.192265308,1,0,False,0,0,1
0.666288928,1,0,True,0,1,0
0.689438074,1,1,False,0,1,0
0.624581079,1,0,True,0,1,0
0.316793096,0,0,False,0,1,0
0.483235775,2,0,True,1,0,0
0.409622421,2,0,False,1,0,0
0.323474178,0,0,True,1,0,0
0.65905652,0,0,False,0,1,0
