0.48360147,4,1,True,1,0,0
0.625921319,1,1,True,0,1,0
0.569544566,1,2,True,1,0,0
0.1,0,2,False,0,1,0
0.375708413,0.5,0,False,0,0,1
0.1,0,2,False,0,1,0
0.778161714,1,2,True,0,0,1
0.86666354,1,2,False,1,0,0
0.217216843,0,0,False,0,0,1
0.608830209,1,0,False,0,0,1
0.562099932,0,1,True,0,1,0
0.819043321,1,2,False,1,0,0
0.192265308,2,1,True,0,0,1
0.126944929,5,1,True,0,0,1
0.449329239,1,0,False,0,1,0
0.624581079,0,2,False,1,0,0
0.163497414,1,1,True,0,1,0
0.593702681,1,0,False,0,1,0
0.429380823,3,1,True,1,0,0
0.494244577,0,1,True,0,0,1
0.494244577,1,1,True,0,0,1
0.271679922,0,1,True,0,1,0
0.494423792,1,2,False,0,1,0
0.386391274,0,1,True,0,1,0
0.502313293,0,2,False,0,1,0
0.271679922,1,1,True,1,0,0
0.1,0,2,False,0,1,0
0.1,4,1,True,0,0,1
0.34847393,1,1,True,0,0,1
0.741471018,1,0,False,1,0,0
0.474672209,0,0,False,0,1,0
0.624055114,1,2,False,1,0,0
0.635596408,1,2,True,1,0,0
0.530726205,1,0,False,1,0,0
0.364798792,1,1,True,0,0,1
0.626297733,0,1,True,0,1,0
0.683744466,3,2,True,0,0,1
0.474672209,1,0,False,0,1,0
0.364371729,0,1,True,0,1,0
0.662190516,0,1,True,1,0,0
0.690742603,0,0,False,1,0,0
0.391562585,1,1,True,0,0,1
0.429380823,1,0,False,0,1,0
0.271679922,1,1,True,1,0,0
0.34847393,2,2,True,0,0,1
0.689438074,0,1,True,1,0,0
0.163497414,0,0,False,1,0,0
0.684007538,0,0,False,1,0,0
0.386391274,1,2,False,0,0,1
0.320484882,0,1,True,0,1,0
0.364798792,0,1,True,0,1,0
0.474672209,1,2,True,1,0,0
0.192265308,0,2,False,0,1,0
0.624581079,3,0,False,0,1,0
0.386391274,1,0,False,0,1,0
0.24499836,0,1,True,0,1,0
0.715575176,1,2,False,1,0,0
0.530726205,0,0,False,0,1,0
0.41324629,1,1,True,0,1,0
0.271679922,1,2,False,0,1,0
0.375708413,0,1,True,0,1,0
0.530726205,1,0,False,0,1,0
0.704298486,0,0,False,0,1,0
0.080307904,0,1,True,0,0,1
0.67439271,1,1,True,0,1,0
0.608830209,4,0,False,0,0,1
0.704298486,1,2,False,1,0,0
0.187028807,0,0,False,0,0,1
0.140087259,0,1,True,0,1,0
0.752884891,0,2,False,0,1,0
0.211802749,0,1,True,0,1,0
0.876182965,0,1,True,0,0,1
0.688026806,0,1,True,1,0,0
0.41324629,3,2,False,0,0,1
0.461107901,0,0,False,0,1,0
0.373096342,0,0,False,0,0,1
0.590606483,0,0,False,1,0,0
0.461107901,1,1,True,0,0,1
0.375708413,0,1,True,0,1,0
0.671533483,2,2,False,0,0,1
0.1,5,1,True,0,0,1
0.686055324,2,2,False,0,1,0
0.686405132,3,2,False,0,1,0
0.217216843,1,2,False,1,0,0
0.166461016,0,1,True,0,1,0
0.655199832,0,2,False,0,1,0
0.34847393,1,0,False,0,1,0
0.661206897,4,1,True,1,0,0
0.375708413,1,1,True,0,0,1
0.795227978,0,2,False,1,0,0
0.144566045,0,1,True,0,0,1
0.640431895,0,1,True,0,1,0
0.522979609,0,0,False,0,1,0
0.271679922,0,1,True,0,1,0
0.298464083,5,2,True,0,0,1
0.72437739,2,1,True,1,0,0
0.441453657,1,2,False,1,0,0
0.483235775,7,0,False,0,0,1
0.569544566,1,0,False,0,1,0
0.24499836,0.5,2,True,0,0,1
